Title,Discription,Genre
Ghost Ship,after discov a passeng ship miss sinc 1962 float adrift on the bere sea salvag claim the vessel as their own onc they begin tow the ghost ship toward harbor a seri of bizarr occurr happen and the group becom trap insid the ship which they soon learn be inhabit by a demon creatur,"Horror, Mystery, Thriller"
S1m0ne,the career of a disillus produc who be desper for a hit be endang when hi star walk off the film set forc to think fast the produc decid to digit creat an actress simon to sub for the star i the first total believ synthet actress,"Comedy, Drama, Science Fiction"
Hammamet,the last year of bet crazi one of the most import and controversi italian leader of the 1980,"Drama, History"
Antiviral,syd march be an employe at a clinic that sell inject of live virus harvest from sick celebr to obsess fan when he becom infect with the diseas that kill super sensat hannah geist syd becom a target for collector and rabid fan he must unravel the mysteri surround her death befor he suffer the same fate,"Horror, Science Fiction"
Dragnet,lapd set joe friday the equal straightlac nephew of the famou polic sergeant of the same name be pair up with a young freewheel detect name pep streebeck after investig some strang robberi at the local zoo and the theft of a stockpil of pornograph magazin they uncov cult activ in the heart of the citi and be hot on the case to figur out who s behind it all,"Action, Comedy, Crime"
Because I Said So,in an effort to prevent famili histori from repeat itself meddlesom mom daphn wilder attempt to set up her youngest daughter milli with my right meanwhil her other daughter tri to keep their mom good intent under control,"Comedy, Romance"
Unicorn Store,a woman name kit move back to her parent hous where she receiv a mysteri invit that would fulfil her childhood dream,"Comedy, Drama, Fantasy"
Point Break,a young undercov fbi agent infiltr a gang of thiev who share a common interest in extrem sport a remak of the 1991 film point break,"Action, Adventure, Crime, Thriller"
Transformers: Age of Extinction,as human pick up the piec follow the conclus of transform dark of the moon autobot and decepticon have all but vanish from the face of the planet howev a group of power ingeni businessman and scientist attempt to learn from past transform incurs and push the boundari of technolog beyond what they can control all while an ancient power transform menac set earth in hi crosshair,"Action, Adventure, Science Fiction"
Terminator Genisys,the year be 2029 john connor leader of the resist continu the war against the machin at the lo angel offens john fear of the unknown futur begin to emerg when tecum spi reveal a new plot by skynet that will attack him from both front past and futur and will ultim chang warfar forev,"Action, Adventure, Science Fiction, Thriller"
London Boulevard,a parole fall for a reclus movi star while tri to evad a ruthless gangster,"Crime, Drama"
La abuela,susan leav her life in pari where she work as a model and return to madrid to take care of her grandmoth pilar,"Drama, Horror"
Table 19,elois have be reliev of maid of honor duti after be unceremoni dump by the best man via text decid to attend the we d anyway i onli to find herself seat with five fellowunw guest at the dread tabl 19,"Comedy, Drama"
Alpha and Omega,two young wolv at opposit end of their pack social order be throw togeth into a foreign land and need each other to return home but love complic everyth,"Adventure, Animation, Comedy, Family, Romance"
Intolerable Cruelty,a revengeseek gold digger marri a woman beverli hill lawyer with the intent of make a kill in the divorc,"Comedy, Romance"
Broken City,in a break citi rife with injustic except billi taggart seek redempt and reveng after be doublecross and then frame by it most power figur the mayor bill relentless pursuit of justic match onli by hi streetwis tough make him an unstopp forc and the mayor worst nightmar,"Crime, Drama, Thriller"
Angels in the Outfield,roger be a foster child whose irrespons father promis to get hi act togeth when roger favourit basebal team the california angel win the pennant the problem be that the angel be in last place so roger pray for help to turn the team around sure enough hi prayer be answer in the form of angel al,"Comedy, Family, Fantasy"
Domino,the stori of the life of domino harvey who abandon her career as a ford model to becom a bounti hunter,"Action, Crime"
Awake,after a sudden global event wipe out all electron and take away humankind 's abil to sleep chao quickli begin to consum the world onli jill an soldier with a troubl past may hold the key to a cure in the form of her own daughter the question be can jill safe deliv her daughter and save the world befor she herself lose her mind,"Drama, Science Fiction, Thriller"
The Stuff,amalgam fairi hire david rutherford an fbi man turn industri saboteur to investig a popular new product call the stuff a new dessert product that be blow ice cream sale out of the water nobodi know how it 's make or what 's in it but peopl be line up to buy it it get a delici flavor to die for,"Comedy, Horror, Science Fiction"
Bordello of Blood,privat eye rafe gunman be hire by repress bornagain katherin to find her miss babi brother the trail lead him to a whorehous run by a thousandyearold vampir and secretli back by katherin boss televangelist jimmi current,"Comedy, Horror"
Dirty Grandpa,jason kelli be one week away from marri hi boss ubercontrol daughter put him on the fast track for a partnership at the law firm howev when the straightlac jason be trick into drive hi foulmouth grandfath dick to dalton for spring break hi pend nuptial be suddenli in jeopardi between riotou frat parti bar fight and an epic night of karaok dick be on a quest to live hi life to the fullest and bring jason along for the ride,Comedy
The Riot Club,two firstyear student at oxford univers join a secret societi and learn that their reput can be make or destroy over the cours of one even,Drama
You Will Meet a Tall Dark Stranger,two marri coupl find onli troubl and heartach as their complic live unfold after 40 year of marriag alfi leav hi wife to pursu what he think be happi with a call girl hi wife helena reel from abandon decid to follow the advic of a psychic salli the daughter of alfi and helena be unhappi in her marriag and develop a crush on her boss while her husband roy fall for a woman engag to be marri,"Comedy, Drama, Romance"
